	Player	Position	Comp	Age	Min	Goals	GoalsPer90	Asists	Asists	GoalAstPer90	TacklesWon	TklDribbling	Blocks	SuccPressRatio	CompletedPasses	PassCompRatio	TotDistPass	ProgDistPass	90s	SCA	SCA90	ShootPass	ShootDrib	GCA	GCA90	AssistPass	AssistDrib	Crosses	PenaltyWon	AerialWonRate	ShootOnTarget	ShootPer90	GoalPerShoot
128	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	8	2.44	0.16
129	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	7	2.55	0.33
130	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	8	2.44	0.16
131	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	7	2.55	0.33
132	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	8	2.44	0.16
133	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	7	2.55	0.33
134	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	8	2.44	0.16
135	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	7	2.55	0.33
136	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	8	2.44	0.16
137	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	7	2.55	0.33
138	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	8	2.44	0.16
139	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	7	2.55	0.33
140	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	8	2.44	0.16
141	Paco Alcácer	FW	es La Liga	25	924	4	0.39	1	0.10	0.49	2	1	3	25.0	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	7	2.55	0.33
142	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	8	2.44	0.16
143	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	7	2.55	0.33
144	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	8	2.44	0.16
145	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	7	2.55	0.33
146	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	8	2.44	0.16
147	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	7	2.55	0.33
148	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	8	2.44	0.16
149	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	7	2.55	0.33
150	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	8	2.44	0.16
151	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	7	2.55	0.33
152	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	8	2.44	0.16
153	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	7	2.55	0.33
154	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	8	2.44	0.16
155	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	7	2.55	0.33
156	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	8	2.44	0.16
157	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	10	29.5	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	7	2.55	0.33
158	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	8	2.44	0.16
159	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	7	2.55	0.33
160	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	8	2.44	0.16
161	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	181	78.7	2575	372	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	7	2.55	0.33
162	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	8	2.44	0.16
163	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	7	2.55	0.33
164	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	8	2.44	0.16
165	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	181	78.7	2575	372	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	7	2.55	0.33
166	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	8	2.44	0.16
167	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	3	1	30.8	7	2.55	0.33
168	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	8	2.44	0.16
169	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	84	75.0	1133	186	10.3	16	1.56	14	0	3	0.29	2	0	2	0	21.1	7	2.55	0.33
170	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	8	2.44	0.16
171	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	3	1	30.8	7	2.55	0.33
172	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	8	2.44	0.16
173	Paco Alcácer	FW	de Bundesliga	25	530	5	0.85	1	0.17	1.02	2	1	3	25.0	84	75.0	1133	186	5.9	14	2.38	10	2	3	0.51	2	0	2	0	21.1	7	2.55	0.33
174	Thiago Alcántara	MF	de Bundesliga	28	1,771	3	0.15	0	0.00	0.15	38	14	21	34.6	1649	89.6	34565	8766	19.7	57	2.90	44	3	8	0.41	6	2	7	0	43.3	8	0.97	0.16
175	Rubén Alcaraz	MF	es La Liga	28	1,927	2	0.09	2	0.09	0.19	36	23	57	29.3	831	78.5	19154	4979	21.4	44	2.06	24	5	4	0.19	4	0	12	0	50.0	8	1.54	0.06
176	Toby Alderweireld	DF	eng Premier League	30	2,957	2	0.06	2	0.06	0.12	24	14	69	32.2	1567	82.7	37304	9766	32.9	21	0.64	18	0	3	0.09	2	0	8	0	58.5	5	0.49	0.13
177	Haitam Aleesami	DF	fr Ligue 1	28	1,916	1	0.05	1	0.05	0.09	28	20	55	28.1	910	77.8	15008	6447	21.3	27	1.27	23	0	3	0.14	3	0	36	0	63.3	1	0.09	0.50
178	Álex Alegría	FW	es La Liga	26	109	0	0.00	0	0.00	0.00	0	0	1	28.6	23	65.7	329	41	1.2	1	0.83	0	0	0	0.00	0	0	0	0	55.0	0	0.00	
179	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	1	0.52	0.00
180	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	4	1.47	0.08
181	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	1	0.52	0.00
182	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	4	1.47	0.08
183	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	1	0.52	0.00
184	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	4	1.47	0.08
185	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	1	0.52	0.00
186	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	4	1.47	0.08
187	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	1	0.52	0.00
188	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	4	1.47	0.08
189	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	1	0.52	0.00
190	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	4	1.47	0.08
191	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	1	0.52	0.00
192	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	4	1.47	0.08
193	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	1	0.52	0.00
194	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	1	1	2	15.8	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	4	1.47	0.08
195	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	1	0.52	0.00
196	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	4	1.47	0.08
197	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	1	0.52	0.00
198	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	4	1.47	0.08
199	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	1	0.52	0.00
200	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	4	1.47	0.08
201	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	1	0.52	0.00
202	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	4	1.47	0.08
203	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	1	0.52	0.00
204	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	4	1.47	0.08
205	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	1	0.52	0.00
206	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	4	1.47	0.08
207	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	1	0.52	0.00
208	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	4	1.47	0.08
209	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	1	0.52	0.00
210	Carles Aleñá	MF	es La Liga	21	172	0	0.00	0	0.00	0.00	11	7	9	19.0	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	4	1.47	0.08
211	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	1	0.52	0.00
212	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	4	1.47	0.08
213	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	1	0.52	0.00
214	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	4	1.47	0.08
215	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	1	0.52	0.00
216	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	4	1.47	0.08
217	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	1	0.52	0.00
218	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	4	1.47	0.08
219	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	1	0.52	0.00
220	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	4	1.47	0.08
221	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	1	0.52	0.00
222	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	4	1.47	0.08
223	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	1	0.52	0.00
224	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	4	1.47	0.08
225	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	1	0.52	0.00
226	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	1	1	2	15.8	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	4	1.47	0.08
227	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	1	0.52	0.00
228	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	4	1.47	0.08
229	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	1	0.52	0.00
230	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	143	91.7	2693	591	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	4	1.47	0.08
231	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	1	0.52	0.00
232	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	4	1.47	0.08
233	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	1	0.52	0.00
234	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	143	91.7	2693	591	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	4	1.47	0.08
235	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	1	0.52	0.00
236	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	0	0	40.0	4	1.47	0.08
237	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	1	0.52	0.00
238	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	333	85.6	6534	1240	1.9	2	1.05	2	0	1	0.52	1	0	2	0	26.7	4	1.47	0.08
239	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	1	0.52	0.00
240	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	0	0	40.0	4	1.47	0.08
241	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	1	0.52	0.00
242	Carles Aleñá	MF,FW	es La Liga	21	735	1	0.12	0	0.00	0.12	11	7	9	19.0	333	85.6	6534	1240	8.2	13	1.59	13	0	1	0.12	1	0	2	0	26.7	4	1.47	0.08
243	Rúnar Alex Rúnarsson	GK	fr Ligue 1	24	901	0	0.00	0	0.00	0.00	0	0	0	0.0	237	72.5	7492	4994	10.0	3	0.30	1	0	0	0.00	0	0	0	0		0	0.00	
244	Trent Alexander-Arnold	DF	eng Premier League	20	3,175	4	0.11	13	0.37	0.48	25	34	53	32.0	2254	71.6	49838	19993	35.3	152	4.31	91	3	24	0.68	14	0	183	0	30.4	13	1.25	0.09
245	Enrico Alfonso	GK	it Serie A	31	279	0	0.00	0	0.00	0.00	0	0	0		53	70.7	1492	856	3.1	0	0.00	0	0	0	0.00	0	0	0	0		0	0.00	
246	Rachid Alioui	FW	fr Ligue 1	27	1,563	6	0.35	1	0.06	0.40	11	4	4	22.5	342	73.2	5013	717	17.4	39	2.25	30	4	2	0.12	2	0	14	0	40.6	21	3.34	0.10
247	Alisson	GK	eng Premier League	26	2,543	0	0.00	1	0.04	0.04	0	0	0	20.0	794	85.8	22277	12306	28.3	4	0.14	4	0	1	0.04	1	0	0	0		0	0.00	
248	Allan	MF	it Serie A	28	1,280	2	0.14	1	0.07	0.21	36	17	26	25.5	718	86.6	13383	3236	14.2	41	2.88	36	4	3	0.21	3	0	9	0	58.8	7	0.84	0.17
249	Dele Alli	MF,FW	eng Premier League	23	1,847	8	0.39	4	0.19	0.58	29	8	53	28.2	621	77.1	10289	2384	20.5	54	2.63	39	9	12	0.58	5	5	5	0	34.7	18	1.90	0.18
250	Miguel Almirón	MF,FW	eng Premier League	25	3,021	4	0.12	2	0.06	0.18	36	13	44	23.9	682	76.3	10799	2574	33.6	80	2.38	58	7	2	0.06	2	0	38	0	19.6	17	1.64	0.07
251	Marcos Alonso	DF	eng Premier League	28	1,430	4	0.25	2	0.13	0.38	19	5	30	40.9	916	82.7	16220	4972	15.9	47	2.96	36	1	6	0.38	4	0	51	1	57.5	8	1.89	0.13
252	Mickaël Alphonse	DF	fr Ligue 1	30	1,378	0	0.00	1	0.07	0.07	19	16	38	26.7	500	69.8	9890	3681	15.3	17	1.11	12	0	3	0.20	2	0	26	0	79.5	0	0.52	0.00
253	Sergio Álvarez	GK	es La Liga	32	180	0	0.00	0	0.00	0.00	0	0	0		39	73.6	1106	579	12.7	12	0.94	10	1	0	0.00	0	0	3	0	41.4	0	0.00	
254	Sergio Álvarez	GK	es La Liga	32	180	0	0.00	0	0.00	0.00	0	0	0		39	73.6	1106	579	12.7	12	0.94	10	1	0	0.00	0	0	3	0	41.4	0	0.31	0.00
255	Sergio Álvarez	GK	es La Liga	32	180	0	0.00	0	0.00	0.00	0	0	0		39	73.6	1106	579	12.7	12	0.94	10	1	0	0.00	0	0	0	0		0	0.00	
256	Sergio Álvarez	GK	es La Liga	32	180	0	0.00	0	0.00	0.00	0	0	0		39	73.6	1106	579	12.7	12	0.94	10	1	0	0.00	0	0	0	0		0	0.31	0.00
257	Sergio Álvarez	GK	es La Liga	32	180	0	0.00	0	0.00	0.00	0	0	0		39	73.6	1106	579	2.0	0	0.00	0	0	0	0.00	0	0	3	0	41.4	0	0.00	
258	Sergio Álvarez	GK	es La Liga	32	180	0	0.00	0	0.00	0.00	0	0	0		39	73.6	1106	579	2.0	0	0.00	0	0	0	0.00	0	0	3	0	41.4	0	0.31	0.00
259	Sergio Álvarez	GK	es La Liga	32	180	0	0.00	0	0.00	0.00	0	0	0		39	73.6	1106	579	2.0	0	0.00	0	0	0	0.00	0	0	0	0		0	0.00	
