;PlayerName;Name;Position;Age;Min;Goals;GoalsPer90;Asists;AsistsPer90;GoalAstPer90;Played90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;Value;Value2;NetValue;logValue
76;Ambroise Oyongo;Ambroise Oyongo;DF;28.0;1821;0;0.0;0;0.0;0.0;20.2;27.0;1.33;20.0;2.0;2.0;0.1;2.0;0.0;672.0;74.9;12302.0;5237.0;45;0.0;47.8;1;0.49;0.0;8;8.0;38.0;25.4;21;1.57;21.0;23.0;4.0;Defender;3.0;M;3.0;1.0986122886681098
77;Amin Younes;Amin Younes;FW;25.0;176;1;0.51;0;0.0;0.51;2.0;10.0;5.11;10.0;0.0;0.0;0.0;0.0;0.0;89.0;80.2;1190.0;331.0;2;0.0;0.0;1;3.58;0.14;3;1.0;2.0;32.5;9;1.56;15.0;3.0;1.0;Forward;8.0;M;8.0;2.0794415416798357
78;Amine Gouiri;Amine Gouiri;FW;19.0;1;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;3.0;0.0;0.0;0.0;Forward;4.0;M;4.0;1.3862943611198906
79;Amine Harit;Amine Harit;MF;22.0;2102;6;0.26;4;0.17;0.43;23.4;86.0;3.68;66.0;3.0;10.0;0.43;7.0;2.0;754.0;82.9;12244.0;3372.0;20;1.0;22.6;11;1.16;0.19;11;5.0;17.0;29.6;25;1.36;73.0;59.0;1.0;Midfielder;10.0;M;10.0;2.302585092994046
80;Amir Abrashi;Amir Abrashi;MF;29.0;663;0;0.0;0;0.0;0.0;7.4;10.0;1.36;8.0;1.0;0.0;0.0;0.0;0.0;298.0;87.1;4705.0;1028.0;5;0.0;57.1;2;0.68;0.0;13;7.0;19.0;25.0;13;1.62;3.0;7.0;0.0;Midfielder;2.0;M;2.0;0.6931471805599453
81;Amir Rrahmani;Amir Rrahmani;DF;25.0;3228;0;0.0;1;0.03;0.03;35.9;30.0;0.84;23.0;4.0;3.0;0.08;1.0;1.0;1221.0;80.5;24671.0;8024.0;10;0.0;73.5;12;1.2;0.0;39;27.0;76.0;28.8;36;1.28;55.0;12.0;0.0;Defender;6.0;M;6.0;1.791759469228055
82;Anaitz Arbilla;Anaitz Arbilla;DF;32.0;2007;1;0.04;0;0.0;0.04;22.3;20.0;0.9;15.0;0.0;2.0;0.09;2.0;0.0;870.0;74.4;21845.0;6949.0;18;0.0;66.7;2;0.63;0.07;20;12.0;38.0;35.2;24;1.0;11.0;4.0;0.0;Defender;1.0;M;1.0;0.0
83;Ander Barrenetxea;Ander Barrenetxea;FW;17.0;442;0;0.0;0;0.0;0.0;4.9;19.0;3.87;17.0;2.0;0.0;0.0;0.0;0.0;139.0;72.8;2344.0;593.0;18;0.0;46.7;5;3.05;0.0;6;3.0;5.0;30.5;17;1.41;39.0;22.0;2.0;Forward;6.0;M;6.0;1.791759469228055
84;Ander Capa;Ander Capa;DF;27.0;2872;3;0.09;4;0.13;0.22;31.9;49.0;1.54;35.0;5.0;6.0;0.19;6.0;0.0;1188.0;74.3;20061.0;8414.0;61;0.0;69.4;7;0.53;0.18;32;17.0;56.0;25.8;35;1.26;47.0;52.0;5.0;Defender;20.0;M;20.0;2.995732273553991
85;Ander Guevara;Ander Guevara;MF;22.0;939;0;0.0;0;0.0;0.0;10.4;16.0;1.53;15.0;0.0;0.0;0.0;0.0;0.0;585.0;86.0;10880.0;2723.0;2;0.0;43.8;0;0.29;0.0;18;10.0;13.0;28.7;14;1.64;4.0;10.0;0.0;Midfielder;8.0;M;8.0;2.0794415416798357
86;Andoni Gorosabel;Andoni Gorosabel;DF;22.0;714;0;0.0;0;0.0;0.0;7.9;14.0;1.76;10.0;0.0;0.0;0.0;0.0;0.0;343.0;76.9;5819.0;2016.0;22;0.0;52.4;1;0.13;0.0;9;12.0;14.0;33.0;14;0.93;18.0;5.0;0.0;Defender;10.0;M;10.0;2.302585092994046
87;Andrea Belotti;Andrea Belotti;FW;25.0;3008;16;0.48;3;0.09;0.57;33.4;100.0;2.99;62.0;9.0;12.0;0.36;6.0;1.0;502.0;66.9;7545.0;1723.0;50;1.0;46.7;33;2.84;0.09;26;6.0;26.0;22.7;36;0.94;216.0;41.0;2.0;Forward;20.0;M;20.0;2.995732273553991
88;Andrea Consigli;Andrea Consigli;GK;32.0;2790;0;0.0;0;0.0;0.0;31.0;8.0;0.26;8.0;0.0;0.0;0.0;0.0;0.0;778.0;78.2;18869.0;10903.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;31;1.32;0.0;2.0;0.0;Goalkeeper;3.0;M;3.0;1.0986122886681098
89;Andrea Conti;Andrea Conti;DF;25.0;1725;0;0.0;2;0.1;0.1;19.2;25.0;1.3;21.0;0.0;2.0;0.1;2.0;0.0;888.0;83.8;15360.0;6156.0;22;0.0;56.7;0;0.05;0.0;31;18.0;36.0;23.9;23;1.78;15.0;9.0;0.0;Defender;9.0;M;9.0;2.1972245773362196
90;Andrea Favilli;Andrea Favilli;FW;22.0;658;0;0.0;0;0.0;0.0;7.3;12.0;1.64;10.0;0.0;0.0;0.0;0.0;0.0;141.0;73.1;2140.0;276.0;3;1.0;41.5;3;1.91;0.0;5;0.0;5.0;20.0;20;0.7;36.0;6.0;0.0;Forward;3.0;M;3.0;1.0986122886681098
91;Andrea Masiello;Andrea Masiello;DF;33.0;1867;0;0.0;1;0.035;0.035;20.7;17.0;0.825;15.0;0.0;4.0;0.185;3.0;0.0;954.0;86.4;19675.0;7515.0;12;0.0;58.4;1;0.205;0.0;27;20.0;30.0;30.200000000000006;22;1.765;13.0;7.0;0.0;Defender;600.0;K;0.6;-0.5108256237659907
92;Andrea Petagna;Andrea Petagna;FW;24.0;3032;12;0.36;1;0.03;0.39;33.7;85.0;2.52;68.0;6.0;1.0;0.03;1.0;0.0;644.0;73.5;11751.0;1965.0;31;0.0;40.9;25;3.09;0.07;4;0.0;19.0;22.3;36;0.56;165.0;57.0;3.0;Forward;9.0;M;9.0;2.1972245773362196
93;Andrea Pinamonti;Andrea Pinamonti;FW;20.0;2236;5;0.2;1;0.04;0.24;24.8;43.0;1.73;25.0;3.0;6.0;0.24;2.0;1.0;440.0;70.5;6362.0;728.0;24;1.0;38.4;16;2.05;0.08;14;1.0;27.0;20.4;32;1.13;128.0;21.0;0.0;Forward;4.0;M;4.0;1.3862943611198906
94;Andrea Poli;Andrea Poli;MF;29.0;1919;2;0.09;0;0.0;0.09;21.3;44.0;2.06;34.0;1.0;1.0;0.05;1.0;0.0;954.0;89.5;16435.0;4272.0;16;0.0;36.1;7;1.13;0.08;40;17.0;33.0;29.9;28;1.36;28.0;20.0;0.0;Midfielder;4.0;M;4.0;1.3862943611198906
95;Andrea Ranocchia;Andrea Ranocchia;DF;31.0;526;0;0.0;0;0.0;0.0;5.8;2.0;0.34;1.0;0.0;0.0;0.0;0.0;0.0;298.0;88.4;7447.0;2155.0;0;0.0;84.4;0;0.86;0.0;9;4.0;13.0;37.3;7;2.43;6.0;1.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
96;Andrea Rispoli;Andrea Rispoli;DF;30.0;1909;0;0.0;0;0.0;0.0;21.2;30.0;1.41;26.0;0.0;0.0;0.0;0.0;0.0;841.0;76.9;15523.0;7039.0;68;0.0;63.9;3;0.52;0.0;22;18.0;58.0;24.9;28;0.96;22.0;5.0;1.0;Defender;1.0;M;1.0;0.0
97;Andreas Christensen;Andreas Christensen;DF;23.0;1751;0;0.0;0;0.0;0.0;19.5;11.0;0.57;10.0;0.0;1.0;0.05;1.0;0.0;1166.0;92.7;26595.0;6431.0;0;0.0;63.0;2;0.36;0.0;20;11.0;22.0;36.5;21;1.62;12.0;2.0;0.0;Defender;30.0;M;30.0;3.4011973816621555
98;Andreas Cornelius;Andreas Cornelius;FW;26.0;1494;12;0.72;3;0.18;0.9;16.6;37.0;2.23;33.0;1.0;5.0;0.3;3.0;0.0;293.0;70.9;4529.0;801.0;9;1.0;60.4;20;2.71;0.27;6;2.0;6.0;26.0;26;1.46;89.0;18.0;1.0;Forward;9.0;M;9.0;2.1972245773362196
99;Andreas Luthe;Andreas Luthe;GK;32.0;900;0;0.0;0;0.0;0.0;10.0;1.0;0.1;1.0;0.0;0.0;0.0;0.0;0.0;294.0;70.2;9153.0;4738.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;10;1.2;0.0;0.0;0.0;Goalkeeper;1.0;M;1.0;0.0
100;Andreas Pereira;Andreas Pereira;MF;23.0;1484;1;0.06;3;0.18;0.24;16.5;57.0;3.46;44.0;3.0;7.0;0.42;6.0;0.0;566.0;73.5;9873.0;2763.0;29;0.0;32.5;14;2.24;0.03;12;10.0;24.0;26.6;25;1.72;61.0;20.0;0.0;Midfielder;20.0;M;20.0;2.995732273553991
101;Andreas Skov Olsen;Andreas Skov Olsen;FW;19.0;760;1;0.12;0;0.0;0.12;8.4;21.0;2.49;12.0;1.0;3.0;0.36;2.0;0.0;274.0;72.5;4807.0;1166.0;34;0.0;31.3;7;2.37;0.05;7;5.0;14.0;21.9;26;1.12;41.0;16.0;1.0;Forward;3.0;M;3.0;1.0986122886681098
102;Andrei Girotto;Andrei Girotto;DF;27.0;2177;1;0.04;0;0.0;0.04;24.2;12.0;0.5;9.0;0.0;1.0;0.04;0.0;0.0;1024.0;86.9;21050.0;7252.0;2;0.0;56.1;6;0.99;0.04;54;36.0;43.0;39.4;25;1.44;22.0;4.0;0.0;Defender;6.0;M;6.0;1.791759469228055
103;Andrew Robertson;Andrew Robertson;DF;25.0;3111;2;0.06;12;0.35;0.41;34.6;112.0;3.24;89.0;5.0;20.0;0.58;16.0;3.0;2370.0;80.9;43609.0;14607.0;130;0.0;43.9;6;0.58;0.1;32;30.0;59.0;34.4;36;2.64;95.0;24.0;0.0;Defender;50.0;M;50.0;3.912023005428146
104;Andri Fannar Baldursson;Andri Fannar Baldursson;MF;17.0;143;0;0.0;0;0.0;0.0;1.6;4.0;2.52;3.0;0.0;0.0;0.0;0.0;0.0;49.0;73.1;857.0;194.0;1;0.0;33.3;0;1.26;0.0;1;1.0;2.0;22.0;7;0.86;2.0;2.0;0.0;Midfielder;400.0;K;0.4;-0.916290731874155
105;Andriy Yarmolenko;Andriy Yarmolenko;MF;29.0;991;5;0.45;1;0.09;0.54;11.0;35.0;3.18;29.0;3.0;6.0;0.54;4.0;2.0;338.0;79.7;5558.0;1379.0;22;0.0;33.3;12;2.36;0.19;10;5.0;8.0;27.5;23;1.35;58.0;10.0;0.0;Midfielder;20.0;M;20.0;2.995732273553991
106;Andros Townsend;Andros Townsend;MF;28.0;1294;1;0.07;1;0.07;0.14;14.4;23.0;1.6;17.0;0.0;2.0;0.14;2.0;0.0;325.0;70.7;5293.0;1866.0;44;0.0;25.0;5;0.83;0.08;20;14.0;28.0;22.4;24;1.04;28.0;36.0;1.0;Midfielder;20.0;M;20.0;2.995732273553991
107;André Gomes;André Gomes;MF;26.0;1458;0;0.0;1;0.06;0.06;16.2;29.0;1.79;25.0;2.0;2.0;0.12;1.0;0.0;719.0;83.7;16373.0;4192.0;8;0.0;46.4;0;0.31;0.0;24;7.0;28.0;25.1;19;1.26;10.0;26.0;2.0;Midfielder;20.0;M;20.0;2.995732273553991
108;André Hahn;André Hahn;FW;28.0;702;1;0.13;0;0.0;0.13;7.8;16.0;2.05;12.0;2.0;0.0;0.0;0.0;0.0;102.0;55.7;1777.0;486.0;15;0.0;58.7;4;1.92;0.07;5;1.0;26.0;25.4;15;1.27;36.0;8.0;1.0;Forward;7.0;M;7.0;1.9459101490553132
109;André Silva;André Silva;FW;23.0;1635;12;0.345;3;0.085;0.43;18.2;56.0;2.3200000000000003;41.0;6.0;7.0;0.2;3.0;1.0;346.0;62.45;5088.0;993.0;14;1.0;20.7;22;3.045;0.1;5;1.0;17.0;24.8;26;2.1;123.0;19.0;1.0;Forward;20.0;M;20.0;2.995732273553991
110;Andrés Fernández;Andrés Fernández;GK;32.0;360;0;0.0;1;0.25;0.25;4.0;1.0;0.25;1.0;0.0;1.0;0.25;1.0;0.0;119.0;78.3;3111.0;1640.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;4;1.0;0.0;0.0;0.0;Goalkeeper;6.0;M;6.0;1.791759469228055
111;Andrés Guardado;Andrés Guardado;MF;32.0;2046;0;0.0;3;0.13;0.13;22.7;59.0;2.6;46.0;3.0;7.0;0.31;4.0;1.0;876.0;84.1;17717.0;3767.0;9;0.0;33.3;4;0.53;0.0;18;14.0;31.0;23.4;28;1.32;23.0;18.0;1.0;Midfielder;4.0;M;4.0;1.3862943611198906
112;Andy Carroll;Andy Carroll;FW;30.0;632;0;0.0;4;0.57;0.57;7.0;20.0;2.85;19.0;0.0;7.0;1.0;7.0;0.0;134.0;64.7;2215.0;483.0;6;0.0;56.1;3;2.14;0.0;1;2.0;7.0;31.7;19;1.53;31.0;5.0;1.0;Forward;6.0;M;6.0;1.791759469228055
113;Andy Delort;Andy Delort;FW;27.0;2280;9;0.36;3;0.12;0.47;25.3;80.0;3.16;48.0;9.0;10.0;0.39;3.0;2.0;451.0;59.0;8284.0;1867.0;84;0.0;45.4;28;3.28;0.11;20;13.0;22.0;29.7;26;1.54;131.0;28.0;2.0;Forward;10.0;M;10.0;2.302585092994046
114;Andy Pelmard;Andy Pelmard;DF;19.0;766;0;0.0;0;0.0;0.0;8.5;2.0;0.23;2.0;0.0;0.0;0.0;0.0;0.0;527.0;90.1;10225.0;2066.0;0;0.0;27.8;0;0.23;0.0;11;8.0;24.0;33.3;10;1.0;0.0;4.0;0.0;Defender;1.0;M;1.0;0.0
115;Angeliño;Angeliño;DF;22.0;1518;1;0.04;2;0.08;0.125;16.9;53.0;3.095;37.0;5.0;5.0;0.205;3.0;1.0;908.0;77.1;16515.0;5708.0;74;0.0;44.25;2;0.735;0.1;13;12.0;39.0;38.85;19;1.845;36.0;26.0;3.0;Defender;20.0;M;20.0;2.995732273553991
116;Angelo Fulgini;Angelo Fulgini;MF;22.0;1579;1;0.06;1;0.06;0.11;17.5;59.0;3.36;30.0;9.0;5.0;0.28;2.0;2.0;741.0;79.7;12513.0;3791.0;32;0.0;40.9;16;1.94;0.03;23;12.0;22.0;28.6;20;1.35;53.0;61.0;12.0;Midfielder;3.0;M;3.0;1.0986122886681098
117;Angelo Ogbonna;Angelo Ogbonna;DF;31.0;2786;2;0.06;0;0.0;0.06;31.0;10.0;0.32;9.0;0.0;0.0;0.0;0.0;0.0;744.0;78.7;16484.0;5263.0;2;0.0;68.4;4;0.45;0.14;34;14.0;78.0;37.4;31;1.23;28.0;2.0;0.0;Defender;10.0;M;10.0;2.302585092994046
118;Ante Budimir;Ante Budimir;FW;28.0;2765;13;0.42;2;0.07;0.49;30.7;46.0;1.5;26.0;2.0;6.0;0.2;4.0;1.0;381.0;65.2;4538.0;811.0;7;1.0;46.7;20;1.76;0.2;21;3.0;25.0;23.5;35;0.94;128.0;21.0;2.0;Forward;2.0;M;2.0;0.6931471805599453
119;Anthony Briançon;Anthony Briançon;DF;24.0;1737;1;0.05;0;0.0;0.05;19.3;9.0;0.47;6.0;0.0;0.0;0.0;0.0;0.0;704.0;84.2;18025.0;5824.0;3;0.0;56.4;3;0.88;0.06;15;12.0;40.0;36.0;22;0.91;17.0;5.0;0.0;Defender;5.0;M;5.0;1.6094379124341003
120;Anthony Caci;Anthony Caci;DF;22.0;691;1;0.13;4;0.52;0.65;7.7;21.0;2.74;18.0;0.0;7.0;0.91;6.0;0.0;416.0;80.0;8754.0;4020.0;20;0.0;50.0;3;0.52;0.25;23;13.0;27.0;39.7;8;1.88;4.0;4.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
121;Anthony Limbombe;Anthony Limbombe;FW;25.0;151;1;0.6;0;0.0;0.6;1.7;3.0;1.79;0.0;0.0;0.0;0.0;0.0;0.0;36.0;67.9;527.0;148.0;7;0.0;0.0;1;1.19;0.5;0;1.0;3.0;27.8;4;1.0;5.0;1.0;0.0;Forward;4.0;M;4.0;1.3862943611198906
122;Anthony Martial;Anthony Martial;FW;23.0;2624;17;0.58;6;0.21;0.79;29.2;95.0;3.26;72.0;12.0;19.0;0.65;13.0;2.0;575.0;79.8;8013.0;1715.0;20;1.0;25.9;38;2.71;0.22;12;1.0;19.0;28.5;32;1.81;188.0;64.0;2.0;Forward;60.0;M;60.0;4.0943445622221
123;Anthony Modeste;Anthony Modeste;FW;31.0;1138;4;0.32;1;0.08;0.4;12.6;13.0;1.03;7.0;2.0;2.0;0.16;1.0;1.0;132.0;55.5;2273.0;431.0;5;0.0;51.7;10;2.69;0.12;6;1.0;6.0;22.5;27;0.85;48.0;9.0;0.0;Forward;2.0;M;2.0;0.6931471805599453
124;Anthony Ujah;Anthony Ujah;FW;28.0;949;3;0.28;2;0.19;0.47;10.5;17.0;1.61;14.0;0.0;6.0;0.57;3.0;0.0;162.0;61.4;2497.0;752.0;7;0.0;47.2;6;1.71;0.17;5;1.0;5.0;23.1;24;1.13;36.0;11.0;1.0;Forward;1.0;M;1.0;0.0
125;Antonin Bobichon;Antonin Bobichon;MF;23.0;829;2;0.14;1;0.07;0.21;9.2;22.0;2.43;15.0;1.0;3.0;0.39;1.0;1.0;300.0;78.15;5325.0;1472.0;12;0.0;33.35;5;1.885;0.05;9;6.0;18.0;29.35;13;0.865;22.0;8.0;0.0;Midfielder;4.0;M;4.0;1.3862943611198906
126;Antonino La Gumina;Antonino La Gumina;FW;23.0;186;0;0.0;0;0.0;0.0;2.1;4.0;1.94;2.0;0.0;0.0;0.0;0.0;0.0;27.0;87.1;324.0;6.0;0;0.0;27.8;2;1.94;0.0;1;0.0;0.0;21.7;5;1.2;6.0;1.0;0.0;Forward;2.0;M;2.0;0.6931471805599453
127;Antonio Barragán;Antonio Barragán;DF;32.0;641;0;0.0;1;0.14;0.14;7.1;19.0;2.67;16.0;2.0;3.0;0.42;2.0;1.0;377.0;82.0;6658.0;2342.0;37;0.0;75.0;0;0.28;0.0;1;1.0;9.0;23.4;12;1.08;10.0;3.0;1.0;Defender;900.0;K;0.9;-0.10536051565782628
128;Antonio Barreca;Antonio Barreca;DF;24.0;1095;0;0.0;1;0.08;0.08;12.2;14.0;1.15;10.0;0.0;1.0;0.08;1.0;0.0;266.0;66.5;4975.0;2106.0;54;0.0;37.5;3;0.49;0.0;3;2.0;23.0;23.6;18;1.06;18.0;7.0;3.0;Defender;4.0;M;4.0;1.3862943611198906
129;Antonio Candreva;Antonio Candreva;DF;32.0;1993;5;0.23;7;0.32;0.54;22.1;78.0;3.52;57.0;3.0;13.0;0.59;8.0;0.0;1053.0;76.8;21222.0;7319.0;119;1.0;25.0;14;1.94;0.12;13;11.0;46.0;27.8;32;2.22;66.0;10.0;1.0;Defender;5.0;M;5.0;1.6094379124341003
130;Antonio Mirante;Antonio Mirante;GK;36.0;450;0;0.0;0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;81.4;3899.0;2474.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;5;1.4;0.0;1.0;0.0;Goalkeeper;500.0;K;0.5;-0.6931471805599453
131;Antonio Puertas;Antonio Puertas;FW;27.0;2563;7;0.25;3;0.11;0.35;28.5;60.0;2.11;38.0;10.0;9.0;0.32;6.0;1.0;538.0;70.1;8380.0;1885.0;42;0.0;35.8;18;1.62;0.15;24;14.0;31.0;26.5;36;1.39;97.0;54.0;2.0;Forward;5.0;M;5.0;1.6094379124341003
132;Antonio Rosati;Antonio Rosati;GK;36.0;90;0;0.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;73.0;838.0;604.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;Goalkeeper;30.0;K;0.03;-3.506557897319982
133;Antonio Rüdiger;Antonio Rüdiger;DF;26.0;1710;2;0.11;0;0.0;0.11;19.0;9.0;0.47;8.0;0.0;0.0;0.0;0.0;0.0;1272.0;87.8;30337.0;8324.0;4;0.0;70.1;3;0.58;0.18;24;13.0;27.0;38.6;20;1.65;14.0;0.0;0.0;Defender;30.0;M;30.0;3.4011973816621555
134;Antonio Sanabria;Antonio Sanabria;FW;23.0;1387;6;0.39;2;0.13;0.52;15.4;38.0;2.47;25.0;5.0;6.0;0.39;3.0;1.0;290.0;76.5;4756.0;664.0;11;1.0;38.9;20;2.66;0.15;10;3.0;14.0;26.0;24;1.08;68.0;25.0;1.0;Forward;7.0;M;7.0;1.9459101490553132
135;Antonio Sivera;Antonio Sivera;GK;22.0;270;0;0.0;0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;51.8;1980.0;1621.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;3;1.33;0.0;0.0;0.0;Goalkeeper;1.0;M;1.0;0.0
136;Anwar El Ghazi;Anwar El Ghazi;FW;24.0;2051;4;0.18;4;0.18;0.35;22.8;57.0;2.5;38.0;6.0;6.0;0.26;4.0;2.0;402.0;65.4;6817.0;1953.0;68;0.0;37.3;19;2.19;0.06;10;5.0;18.0;21.1;34;0.85;73.0;35.0;3.0;Forward;9.0;M;9.0;2.1972245773362196
137;Arber Zeneli;Arber Zeneli;MF;24.0;6;0;0.0;0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;100.0;9.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;1.0;0.0;2.0;0.0;Midfielder;3.0;M;3.0;1.0986122886681098
138;Aritz Elustondo;Aritz Elustondo;DF;25.0;1510;0;0.0;1;0.06;0.06;16.8;10.0;0.6;8.0;0.0;3.0;0.18;2.0;0.0;802.0;85.8;17054.0;4653.0;6;0.0;70.6;1;0.48;0.0;13;13.0;28.0;27.9;22;1.41;15.0;2.0;0.0;Defender;20.0;M;20.0;2.995732273553991
139;Arkadiusz Milik;Arkadiusz Milik;FW;25.0;1747;11;0.57;0;0.0;0.57;19.4;47.0;2.42;36.0;3.0;6.0;0.31;4.0;1.0;388.0;82.9;5754.0;687.0;6;0.0;50.7;27;3.45;0.16;9;4.0;13.0;25.5;26;1.65;105.0;15.0;2.0;Forward;20.0;M;20.0;2.995732273553991
140;Arkadiusz Reca;Arkadiusz Reca;DF;24.0;1928;0;0.0;2;0.09;0.09;21.4;43.0;2.01;29.0;5.0;4.0;0.19;3.0;1.0;714.0;73.5;12176.0;5292.0;68;0.0;48.5;5;0.89;0.0;26;15.0;23.0;29.5;25;0.6;50.0;30.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
141;Armando Izzo;Armando Izzo;DF;27.0;2686;1;0.03;0;0.0;0.03;29.8;33.0;1.11;27.0;1.0;1.0;0.03;1.0;0.0;1102.0;80.1;23159.0;7799.0;14;0.0;68.5;4;0.4;0.08;33;16.0;67.0;31.1;31;1.16;38.0;11.0;0.0;Defender;10.0;M;10.0;2.302585092994046
142;Arnaud Nordin;Arnaud Nordin;FW;21.0;908;1;0.1;0;0.0;0.1;10.1;26.0;2.58;15.0;2.0;5.0;0.5;3.0;0.0;214.0;77.5;3648.0;701.0;22;2.0;25.0;5;1.29;0.08;3;2.0;16.0;27.5;18;1.28;29.0;26.0;0.0;Forward;2.0;M;2.0;0.6931471805599453
143;Arnaud Souquet;Arnaud Souquet;DF;27.0;2016;2;0.09;0;0.0;0.09;22.4;38.0;1.7;29.0;1.0;2.0;0.09;2.0;0.0;809.0;76.0;13691.0;5981.0;46;0.0;45.0;4;0.67;0.13;28;28.0;43.0;25.6;24;1.42;28.0;23.0;1.0;Defender;4.0;M;4.0;1.3862943611198906
144;Arne Maier;Arne Maier;MF;20.0;535;0;0.0;0;0.0;0.0;5.9;19.0;3.2;13.0;1.0;0.0;0.0;0.0;0.0;271.0;83.6;6060.0;1497.0;7;0.0;22.2;3;1.01;0.0;2;3.0;9.0;27.6;14;1.21;4.0;7.0;0.0;Midfielder;4.0;M;4.0;1.3862943611198906
145;Arthur Masuaku;Arthur Masuaku;DF;25.0;937;0;0.0;1;0.1;0.1;10.4;10.0;0.96;10.0;0.0;1.0;0.1;1.0;0.0;472.0;80.3;7541.0;3002.0;21;0.0;52.4;2;0.48;0.0;27;11.0;29.0;29.1;17;1.18;14.0;31.0;1.0;Defender;10.0;M;10.0;2.302585092994046
146;Arturo Calabresi;Arturo Calabresi;DF;23.0;1878;1;0.05;1;0.05;0.1;20.9;20.0;0.96;14.0;2.0;2.0;0.1;1.0;0.0;714.0;74.1;12771.0;6137.0;24;0.0;47.1;1;0.29;0.17;42;34.0;50.0;36.0;21;0.76;14.0;24.0;3.0;Defender;3.0;M;3.0;1.0986122886681098
147;Ashley Barnes;Ashley Barnes;FW;29.0;1352;6;0.4;0;0.0;0.4;15.0;21.0;1.4;12.0;1.0;2.0;0.13;0.0;0.0;155.0;61.3;2116.0;552.0;1;1.0;32.8;11;2.6;0.13;4;2.0;17.0;22.9;19;1.26;54.0;11.0;0.0;Forward;20.0;M;20.0;2.995732273553991
148;Ashley Westwood;Ashley Westwood;MF;29.0;3150;2;0.06;6;0.17;0.23;35.0;94.0;2.69;60.0;0.0;9.0;0.26;3.0;0.0;1381.0;74.5;28454.0;8338.0;47;0.0;37.8;3;0.37;0.15;30;17.0;45.0;25.0;35;1.54;19.0;10.0;1.0;Midfielder;20.0;M;20.0;2.995732273553991
149;Ashley Young;Ashley Young;DF;34.0;2140;4;0.15;4;0.15;0.305;23.8;68.0;2.8200000000000003;43.0;3.0;6.0;0.23;5.0;0.0;1071.0;78.35;20281.0;7819.0;55;0.0;56.25;9;0.71;0.135;13;9.0;57.0;29.1;30;1.72;53.0;20.0;4.0;Defender;900.0;K;0.9;-0.10536051565782628
150;Asier Illarramendi;Asier Illarramendi;MF;29.0;216;0;0.0;0;0.0;0.0;2.4;2.0;0.83;2.0;0.0;0.0;0.0;0.0;0.0;168.0;91.8;3164.0;1061.0;0;0.0;60.0;0;0.42;0.0;2;1.0;2.0;30.8;3;1.33;1.0;0.0;0.0;Midfielder;20.0;M;20.0;2.995732273553991
151;Asier Villalibre;Asier Villalibre;FW;21.0;531;3;0.51;0;0.0;0.51;5.9;3.0;0.51;3.0;0.0;0.0;0.0;0.0;0.0;70.0;63.6;1025.0;134.0;5;0.0;51.7;5;2.88;0.18;2;1.0;4.0;29.1;19;1.11;29.0;5.0;0.0;Forward;5.0;M;5.0;1.6094379124341003
152;Axel Disasi;Axel Disasi;DF;21.0;2430;1;0.04;0;0.0;0.04;27.0;17.0;0.63;16.0;0.0;1.0;0.04;0.0;0.0;1237.0;85.8;29035.0;8765.0;1;0.0;61.9;2;0.56;0.07;23;13.0;44.0;32.6;27;1.41;20.0;10.0;0.0;Defender;5.0;M;5.0;1.6094379124341003
153;Axel Tuanzebe;Axel Tuanzebe;DF;21.0;189;0;0.0;0;0.0;0.0;2.1;2.0;0.95;1.0;0.0;0.0;0.0;0.0;0.0;127.0;90.1;2333.0;660.0;1;0.0;23.1;0;0.0;0.0;3;0.0;7.0;26.7;5;1.6;0.0;0.0;0.0;Defender;30.0;M;30.0;3.4011973816621555
